,Title,Subtitle,Composer,Orig. composer,Source,Document,Volume,Date,Page,Editor,Encoder,Arranger,Intabulator,Contributor,Concordances,Piece,Section,Type,Key,Difficulty,Ensemble,Part,Remarks,Recording,Facsimile,Fronimo,PDF,Midi,Created,Modified,song_text,text_length
1029,Think'st thou to seduce me then?,,Thomas Campion,,Thomas Campion,Fourth book of ayres,,1617,#18,Sarge Gerbode,Sarge Gerbode,,,,,Think'st thou to seduce me then?,,lute song,Gm,2.0,"6-course, soprano",score,,,,https://lutemusic.org/sources/CampionT/songs/book_4/18_thinkst_thou_to_seduce_me_then/18_thinkst_thou_to_seduce_me_then.ft3,https://lutemusic.org/sources/CampionT/songs/book_4/18_thinkst_thou_to_seduce_me_then/pdf/18_thinkst_thou_to_seduce_me_then.pdf,https://lutemusic.org/sources/CampionT/songs/book_4/18_thinkst_thou_to_seduce_me_then/midi/18_thinkst_thou_to_seduce_me_then.mid,1573937411,1586042064,"think'st thou to seduce me then with words that have no meaning? parrots from human hearts' compassion when i crooked pins fish thou, as falters when he feigneth; nurses teachtheir children so about the time of weaning. found so good occasion? learn to speak first, then to woo; to wooing much pertaineth. he that so can learn to prate, our laughed sometimes too much babes do that want reason. gudgeons only can be caught with smiles when he complaineth. skillful anglers hide their hooks, fit baits for ev'ry season. but with courts us, wanting art, soon speech by pieces gleaning. to see thy foolish fashion. but alas, who less could do, that such poor tricks of treason.",674
1031,Her fair inflaming eyes,,Thomas Campion,,Thomas Campion,Fourth book of ayres,,1617,#19,Sarge Gerbode,Sarge Gerbode,,,,,Her fair inflaming eyes,,lute song,BbM,2.0,"7-course, soprano",score,,,,https://lutemusic.org/sources/CampionT/songs/book_4/19_her_fair_inflaming_eyes/19_her_fair_inflaming_eyes.ft3,https://lutemusic.org/sources/CampionT/songs/book_4/19_her_fair_inflaming_eyes/pdf/19_her_fair_inflaming_eyes.pdf,https://lutemusic.org/sources/CampionT/songs/book_4/19_her_fair_inflaming_eyes/midi/19_her_fair_inflaming_eyes.mid,1573937411,1586042064,"her fair inflaming eyes, chief authors of my her lips with kisses rich, and words of fair dethen to her hands i fled, that can give heart and so back i straight return'd, and at her breast i then down my prayers made way to those most comely yet fled they not so fast as her enraged cares, i prayed in humblest wise with grace to view my light i fairly did beseech to pity my sad all; to them i long did plead, and loud for pity knock'd, where long in vain i mourn'd, her heart so fast was parts, that make her fly or stay, as they affect detears. they beheld me broad awake, but, alas, no ruth would take. plight but a voice from them brake forth, as a whirlwind from the north. call. but, alas, they put me off with a touch worse than a scoff. lock'd. not a word could passage find, for a rock enclos'd her mind. serts, but her angry feet, thus mov'd, fled with all the parts i lov'd. hind. till i found 'twas to no end with a spirit to contend. a e f a f a f",961
1033,20. Turn all thy thoughts to eyes,,Thomas Campion,,Thomas Campion,Fourth book of ayres,,1617,#20,Sarge Gerbode,Sarge Gerbode,,,,,Turn all my thoughts to eyes,,lute song,GM,2.0,"6-course, soprano",score,,,,https://lutemusic.org/sources/CampionT/songs/book_4/20_turn_all_my_thoughts_to_eyes/20_turn_all_my_thoughts_to_eyes.ft3,https://lutemusic.org/sources/CampionT/songs/book_4/20_turn_all_my_thoughts_to_eyes/pdf/20_turn_all_my_thoughts_to_eyes.pdf,https://lutemusic.org/sources/CampionT/songs/book_4/20_turn_all_my_thoughts_to_eyes/midi/20_turn_all_my_thoughts_to_eyes.mid,1573937411,1586042064,"turn all thy thoughts to eyes; turn all thy hairs to ears; change all thy friends to spies, and all thy joys to fears; true love will yet be free in spite of jealoussy. turn darkness into day, conjectures into truth; believe what th'envious say; let age interpret youth; true love will yet be free in spite of jealousy. wrest ev'ry word and look; rack ev'ry hidden thought; or fish with golden hook; true love cannot be caught; for that will still be free in spite of jealousy.",477
1035,If any hath the heart to kill,,Thomas Campion,,Thomas Campion,Fourth book of ayres,,1617,#21,Sarge Gerbode,Sarge Gerbode,,,,,If any hath the heart to kill,,lute song,Fm,3.0,"7-course, soprano",score,,,,https://lutemusic.org/sources/CampionT/songs/book_4/21_if_any_hath_the_heart_to_kill/21_if_any_hath_the_heart_to_kill.ft3,https://lutemusic.org/sources/CampionT/songs/book_4/21_if_any_hath_the_heart_to_kill/pdf/21_if_any_hath_the_heart_to_kill.pdf,https://lutemusic.org/sources/CampionT/songs/book_4/21_if_any_hath_the_heart_to_kill/midi/21_if_any_hath_the_heart_to_kill.mid,1573937411,1586042064,"if any hath the heart to kill, come rid me of this woeful pain. for while i live i suffer still this cruel torment all in vain. yet none alive but one can guesswhat is the cause of my distress. heart doth grieve. thanks be to heav'n, no grievous smart, no maladies my limbs annoy; i bear a sound and sprightful heart; yet live i quite deprived of joy, since what i had in vain i crave,and what i had not now i have. a love i had, so fair. so sweet, as ever wanton eye did see. once by ap-point-ment we did meet. she would,but ah! it wouldnot be. she gave her heart, her hand she gave. all did i give, she nought could have. what hag did then my pow'rsfore-speak, that never yet such taint did feel now she rejects me as oneweak. yet am i all com-posed of steel. ah! this is it my now though she sees she'll not believe.",819
1037,"Beauty, since you so much desire",,Thomas Campion,,Thomas Campion,Fourth book of ayres,,1617,#22,Sarge Gerbode,Sarge Gerbode,,,,,"Beauty, since you so much desire",,lute song,GM,2.0,"7-course, soprano",score,,,,https://lutemusic.org/sources/CampionT/songs/book_4/22_beauty_since_you_so_much_desire/22_beauty_since_you_so_much_desire.ft3,https://lutemusic.org/sources/CampionT/songs/book_4/22_beauty_since_you_so_much_desire/pdf/22_beauty_since_you_so_much_desire.pdf,https://lutemusic.org/sources/CampionT/songs/book_4/22_beauty_since_you_so_much_desire/midi/22_beauty_since_you_so_much_desire.mid,1573937411,1586042064,"beauty, since you so much desire to know the place of cupid's fire, about you somewhere doth it rest, yet never harboured in your breast, nor goatlike in your heel or toe. what fool would seek love's flame so low? but a little higher, but a little higher, but a little there lies cupid's fire. think not, when cupid most you scorn, men judge that you of ice were born. for though you cast love at your heel, his fury yet sometime you feel. and whereabouts, if you would know, i tell you still, not in your toe, higher, but a little higher, there, there, o",555
1039,Your fair looks,,Thomas Campion,,Thomas Campion,Fourth book of ayres,,1617,#23,Sarge Gerbode,Sarge Gerbode,,,,,Your fair looks,,lute song,Gm,2.0,"6-course, alto",6-course,,,,https://lutemusic.org/sources/CampionT/songs/book_4/23_your_fair_looks/23_your_fair_looks.ft3,https://lutemusic.org/sources/CampionT/songs/book_4/23_your_fair_looks/pdf/23_your_fair_looks.pdf,https://lutemusic.org/sources/CampionT/songs/book_4/23_your_fair_looks/midi/23_your_fair_looks.mid,1573937411,1586042064,"your fair looks urge my desire. calm it, sweet, with love. stay, o why will you retire? can you churlish prove? o come while we may, let's chain love with embraces. when all these leaves are blown away, this place shall i remember. hark, the birds delighted sing, yet our pleasure sleeps. wealth to none can profit bring, which the miser keeps. here is a grove secured with shade. o then be wise and fly not. what ill find you now in this or who can complain? there is nothing done amiss that breeds no man pain. we have not all time's time to stay, nor safety in all places.",575
1041,Fain Would I Wed,,Thomas Campion,,Thomas Campion,Fourth book of ayres,,1617,#24,Sarge Gerbode,Sarge Gerbode,,,,,Fain Would I Wed,,lute song,Gm,2.0,"6-course, soprano",score,,,,https://lutemusic.org/sources/CampionT/songs/book_4/24_fain_would_i_wed/24_fain_would_I_wed.ft3,https://lutemusic.org/sources/CampionT/songs/book_4/24_fain_would_i_wed/pdf/24_fain_would_I_wed.pdf,https://lutemusic.org/sources/CampionT/songs/book_4/24_fain_would_i_wed/midi/24_fain_would_I_wed.mid,1573937411,1586042064,"fain would i wed a fair young man, that day and night could please me, when my mind or body grieved that had the power to ease me. maids are full of long ing thoughts that breed a bloodless sickness; and that, oft i hear men say, is only cured by quickness. oft i have been wooed and prayed but never could be moved. many for a day or so i have most dearly loved. straightloathes the thing resolved. but this foolish mind of mine if to love be sin in me, that sin is soon absolved. sure, i think i shall at last fly to some holy order; when i once am settled there, then i can fly no farther. yet i would not die a maid, because i had a mother; as i was by one brought forth, i would bring forth another.",704
1043,Now hath Flora,,Thomas Campion,,Thomas Campion,The description of a masque,,1607,#1,Sarge Gerbode,Sarge Gerbode,,,,,Now hath Flora,,lute song,Gm,2.0,"6-course, bass, tenor, soprano",score,,,,https://lutemusic.org/sources/CampionT/songs/description_of_a_masque/01_now_hath_flora/01_now_hath_flora_S.ft3,https://lutemusic.org/sources/CampionT/songs/description_of_a_masque/01_now_hath_flora/pdf/01_now_hath_flora_S.pdf,https://lutemusic.org/sources/CampionT/songs/description_of_a_masque/01_now_hath_flora/midi/01_now_hath_flora_S.mid,1573937411,1586042064,"now hath flora robb'd her bow'rs to befriend this place with flow'rs; bass  strowe aboute, flow'rs with bridals strowe aboute, own protect. but he's none of floa's friend that will not the rose commend.strowe aboute,,strowe aboute, let princes princely flow'rs defend. roses, the garden's pride, are flow'rs for love, and flow'rs for kings, in courts desir'd, and weddings. and as a rose in venus' bosom worn, so doth a bridegroom his bride's bed adorn. divers, divers flow'rs affect for some private dear respect, strowe aboute, the sky rain'd never strowe aboute, let ev'ry one his well agree, fresh as brides and bridegrooms be, strowe aboute strowe aboute, and mix them with fit melodie. earth hath not princelier flow'rs than roses white and roses red, but they must still be mingeled. and as a rose new pluckt from venus' thorn, so doth a bride her bridegroom's bed adorn.",878
1046,Move now with measured sound,,Thomas Campion,,Thomas Campion,The description of a masque,,1607,#2,Sarge Gerbode,Sarge Gerbode,,,,,Move now with measured sound,,lute song,GM,2.0,"6-course, bass, tenor, soprano",score,,,,https://lutemusic.org/sources/CampionT/songs/description_of_a_masque/02_move_now_with_measured_sound/02_move_now_with_measured_sound_S.ft3,https://lutemusic.org/sources/CampionT/songs/description_of_a_masque/02_move_now_with_measured_sound/pdf/02_move_now_with_measured_sound_S.pdf,https://lutemusic.org/sources/CampionT/songs/description_of_a_masque/02_move_now_with_measured_sound/midi/02_move_now_with_measured_sound_S.mid,1573937411,1586042064,"move now with measur'd sound, you charming grove of gold; trace forth the sacred ground that shall your forms unfold. diana and the starry night for your apollo's sake endue your silvan shapes with pow'r, this strange delight to make. much joy must needs the place betide where trees for gladness move. a fairer sight was ne'er beheld, or more expressing love. yet nearer phoebus' throne meet on your winding ways; your bridal mirth make known in your highgraced hayes. let hymen lead your sliding rounds, and guide them with his light, while we do io hymen sing in honour of this night. join three by three, for so the night by triple spell decrees, now to release apollo's knights from these enchanted trees.",710
1049,Shows and nightly revels,,Thomas Campion,,Thomas Campion,The description of a masque,,1607,#3,Sarge Gerbode,Sarge Gerbode,,,,,Shows and nightly revels,,lute song,BbM,2.0,"7-course, bass, soprano",score,,,,https://lutemusic.org/sources/CampionT/songs/description_of_a_masque/03_shows_and_nightly_revels/03_shows_and_nightly_revels_S.ft3,https://lutemusic.org/sources/CampionT/songs/description_of_a_masque/03_shows_and_nightly_revels/pdf/03_shows_and_nightly_revels_S.pdf,https://lutemusic.org/sources/CampionT/songs/description_of_a_masque/03_shows_and_nightly_revels/midi/03_shows_and_nightly_revels_S.mid,1573937411,1586042064,"shows and nightly revels, signs of joy and peace, fill royal britain's court, while cruel warfare off doth rage, for ever hence exiled. fair and princely branches with strong arms increase from that deeprooted tree whose sacred strength and glory foreign malice hath beguiled. our divided kingdoms now in friendly kindred meet, and old debate to love and kindness turns our pow'r with double force uniting. truly reconciled grief appears at last more sweet both to our selves and faithful friends our undermining foes affrighting.",530
1052,"Time, that leads the fatal round",,Thomas Campion,,Thomas Campion,The description of a masque,,1607,#5,Sarge Gerbode,Sarge Gerbode,,,,,"Time, that leads the fatal round",,lute song,GM,2.0,"6-course, bass, soprano",score,,,,https://lutemusic.org/sources/CampionT/songs/description_of_a_masque/05_time_that_leads/05_time_that_leads_S.ft3,https://lutemusic.org/sources/CampionT/songs/description_of_a_masque/05_time_that_leads/pdf/05_time_that_leads_S.pdf,https://lutemusic.org/sources/CampionT/songs/description_of_a_masque/05_time_that_leads/midi/05_time_that_leads_S.mid,1573937411,1586042064,"time, that leads the fatalround,hathmadehis center in ourground,with swelling seas embraced. light cupids there do dance and venus sweetly sings with heav'nly notes tun'd to sound of silverstrings. their and there at one stay he rests, and with thefateskeeps holy feasts, with pomp andpas-time graced songs are all of joy, no sound of sorrow there, but all as stars glist'ning fair and blith appears.",400
1055,My sweetest Lesbia,,Thomas Campion,,Thomas Campion,Ayres,,1601,#1,Sarge Gerbode,Sarge Gerbode,,,,,My sweetest Lesbia,,lute song,GM,2.0,"6-course, alto",score,,,,https://lutemusic.org/sources/CampionT/songs/rosseter_book/01_my_sweetest_lesbia/01_my_sweetest_lesbia.ft3,https://lutemusic.org/sources/CampionT/songs/rosseter_book/01_my_sweetest_lesbia/pdf/01_my_sweetest_lesbia.pdf,https://lutemusic.org/sources/CampionT/songs/rosseter_book/01_my_sweetest_lesbia/midi/01_my_sweetest_lesbia.mid,1573937411,1586042064,"my sweetest lesbia, let us live and love. and though the sager sort our deeds reprove, let us not weigh them. peaceful sleeps should move, unless alarm came from the camp of love. but fools do live, and waste their little light, and crown with love my everduring if all would lead their lives in love like me, then bloody swords and armour should not be. no drum nor trumpet rich in triumph, come and with sweet pastimes grace my happy tomb. and, lesbia, close up thou my little when timely death my life and fortune ends, let not my hearse be vex'd with heav'n's great lamps do dive into their west, and straight again revive. but soon as once set is our little light, and seek with pain their everduring",705
